Fri Dec 20 08:47:36 2019
JOBID PARTITION NAME USER STATE TIME TIME_LIMI NODES NODELIST(REASON)
12818376 biology_n SRR54443 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818377 biology_n SRR33180 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818378 biology_n SRR10167 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818379 biology_n SRR34631 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818380 biology_n SRR82561 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818381 biology_n SRR34615 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818382 biology_n SRR34602 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818383 biology_n SRR34621 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818384 biology_n DRR09089 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818385 biology_n SRR34607 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818386 biology_n SRR72671 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818387 biology_n SRR72660 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818388 biology_n SRR34651 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818389 biology_n SRR72671 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818390 biology_n SRR10167 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818391 biology_n SRR34643 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818392 biology_n SRR72662 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818393 biology_n SRR34594 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818394 biology_n SRR72660 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818395 biology_n SRR72660 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818396 biology_n SRR34617 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818397 biology_n SRR33180 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818398 biology_n SRR34624 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818399 biology_n SRR44269 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818400 biology_n SRR54443 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818401 biology_n SRR72673 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818402 biology_n SRR92141 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818403 biology_n SRR34635 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818404 biology_n SRR34596 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818406 biology_n SRR34639 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818407 biology_n SRR34635 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818408 biology_n SRR63049 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818409 biology_n SRR34598 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818410 biology_n SRR75084 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818411 biology_n SRR34631 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818412 biology_n SRR34651 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818413 biology_n SRR34602 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818414 biology_n SRR34619 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818415 biology_n SRR72670 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818416 biology_n SRR34599 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818417 biology_n SRR33180 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818418 biology_n SRR72662 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818419 biology_n SRR34603 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818420 biology_n SRR34624 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818421 biology_n SRR34619 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818422 biology_n SRR34602 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818423 biology_n SRR34603 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818424 biology_n SRR34621 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818425 biology_n SRR34620 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818426 biology_n SRR72671 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818427 biology_n SRR34605 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818428 biology_n SRR34597 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818429 biology_n SRR11619 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818430 biology_n SRR34637 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818431 biology_n SRR33180 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818432 biology_n SRR34646 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818433 biology_n SRR34591 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818434 biology_n SRR34605 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818435 biology_n SRR34611 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818436 biology_n SRR34592 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818437 biology_n SRR34627 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818438 biology_n SRR34597 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818439 biology_n SRR72670 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818440 biology_n SRR34623 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818441 biology_n SRR34619 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818442 biology_n SRR34641 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818443 biology_n SRR72663 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818444 biology_n SRR34618 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818445 biology_n SRR34601 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818446 biology_n SRR34627 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818447 biology_n SRR34590 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818448 biology_n SRR34620 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818449 biology_n SRR34588 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818450 biology_n SRR34606 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818451 biology_n SRR34629 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818452 biology_n SRR72662 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818453 biology_n SRR34597 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818454 biology_n SRR21076 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818455 biology_n SRR34627 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818456 biology_n SRR34636 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818457 biology_n SRR34641 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818458 biology_n SRR34626 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818459 biology_n SRR72660 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818460 biology_n SRR34646 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818461 biology_n SRR34623 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818462 biology_n SRR34621 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818463 biology_n SRR34635 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818464 biology_n SRR56282 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818465 biology_n SRR72671 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818466 biology_n SRR34638 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818467 biology_n SRR72669 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818468 biology_n SRR34622 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818469 biology_n SRR34644 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818470 biology_n SRR34649 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818471 biology_n SRR34627 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818472 biology_n SRR72672 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818473 biology_n SRR34642 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818474 biology_n SRR72670 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818475 biology_n SRR34644 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818476 biology_n SRR34628 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818477 biology_n SRR34642 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818478 biology_n SRR41133 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818479 biology_n SRR34588 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818480 biology_n SRR17540 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818481 biology_n SRR34631 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818482 biology_n SRR72662 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818483 biology_n SRR72663 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818484 biology_n SRR72662 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818485 biology_n SRR72660 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818486 biology_n SRR34607 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818487 biology_n SRR33180 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818488 biology_n SRR44268 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818489 biology_n SRR34606 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818491 biology_n SRR34600 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818492 biology_n SRR34605 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818493 biology_n SRR34607 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818494 biology_n SRR34637 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818495 biology_n SRR72663 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818496 biology_n SRR34619 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818497 biology_n SRR34638 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818498 biology_n SRR33180 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818499 biology_n SRR34620 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818500 biology_n SRR34611 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818501 biology_n SRR72663 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818502 biology_n SRR34595 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818503 biology_n SRR34591 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818504 biology_n SRR34614 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818505 biology_n SRR34626 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818506 biology_n SRR34621 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818507 biology_n SRR72659 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818508 biology_n SRR34600 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818509 biology_n SRR34646 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818510 biology_n SRR72660 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818511 biology_n SRR34596 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818512 biology_n SRR72662 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818513 biology_n SRR72671 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818514 biology_n SRR11620 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818515 biology_n SRR72661 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818516 biology_n SRR34617 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818517 biology_n SRR34636 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818518 biology_n SRR34626 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818519 biology_n SRR34622 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818520 biology_n DRR09547 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818521 biology_n SRR72671 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818522 biology_n SRR34639 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818523 biology_n SRR56282 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818524 biology_n SRR34640 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818525 biology_n SRR28598 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818526 biology_n SRR34616 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818527 biology_n SRR34591 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818528 biology_n SRR34610 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818529 biology_n SRR59276 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818530 biology_n SRR28599 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818531 biology_n SRR34618 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818532 biology_n SRR11617 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818533 biology_n SRR72671 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818534 biology_n SRR34613 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818535 biology_n SRR34614 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818536 biology_n SRR72660 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818537 biology_n SRR72671 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818538 biology_n SRR34639 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818539 biology_n SRR34592 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818540 biology_n SRR34623 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818541 biology_n SRR36114 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818542 biology_n SRR44269 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818543 biology_n SRR34639 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818544 biology_n SRR36114 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818545 biology_n SRR72663 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818546 biology_n SRR34647 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818547 biology_n SRR72669 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818548 biology_n SRR34649 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818549 biology_n SRR34601 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818550 biology_n SRR72660 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818551 biology_n SRR34615 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818552 biology_n SRR34644 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818553 biology_n SRR34596 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818554 biology_n SRR34609 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818555 biology_n SRR72670 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818556 biology_n SRR34600 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818557 biology_n SRR72662 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818558 biology_n SRR34623 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818559 biology_n SRR72663 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818560 biology_n SRR34629 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818561 biology_n SRR33180 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818562 biology_n SRR34629 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818563 biology_n SRR34641 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818564 biology_n SRR28599 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818565 biology_n SRR34610 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818566 biology_n SRR34616 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818567 biology_n SRR56282 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818568 biology_n SRR92618 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818569 biology_n SRR34601 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818570 biology_n SRR34602 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818571 biology_n SRR44266 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818572 biology_n SRR34642 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818573 biology_n SRR28598 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818574 biology_n SRR34626 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818575 biology_n SRR72662 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818576 biology_n SRR34620 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818577 biology_n SRR34639 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818578 biology_n SRR34588 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818579 biology_n SRR34639 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818580 biology_n SRR34619 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818581 biology_n SRR34586 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818582 biology_n SRR34606 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818583 biology_n SRR34598 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818584 biology_n SRR72671 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818585 biology_n SRR11621 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818586 biology_n SRR34623 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818587 biology_n SRR34587 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818588 biology_n SRR34612 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818589 biology_n SRR34640 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818590 biology_n SRR34640 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818591 biology_n SRR34652 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818592 biology_n SRR34589 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818593 biology_n SRR34617 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818594 biology_n SRR72669 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818595 biology_n SRR34638 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818596 biology_n SRR72670 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818597 biology_n SRR34623 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818598 biology_n SRR72671 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818599 biology_n SRR72660 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818600 biology_n SRR34616 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818601 biology_n SRR34631 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818602 biology_n SRR72671 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818603 biology_n SRR34638 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818604 biology_n SRR10018 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818605 biology_n SRR34620 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818606 biology_n SRR34600 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818607 biology_n SRR34639 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818608 biology_n SRR34593 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818609 biology_n SRR34621 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818610 biology_n SRR72670 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818611 biology_n SRR54408 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818612 biology_n SRR72670 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818613 biology_n SRR56314 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818614 biology_n SRR34588 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818615 biology_n SRR34639 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818616 biology_n SRR34620 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818617 biology_n SRR34635 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818618 biology_n SRR34603 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818619 biology_n SRR52423 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818620 biology_n SRR72662 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818621 biology_n SRR52281 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818622 biology_n SRR41133 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818623 biology_n SRR64098 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818624 biology_n SRR44493 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818625 biology_n SRR52856 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818626 biology_n SRR52856 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818627 biology_n SRR52856 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818628 biology_n SRR52856 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818629 biology_n SRR44493 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818630 biology_n SRR34651 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818631 biology_n SRR34641 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818632 biology_n SRR34638 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818633 biology_n SRR34638 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818634 biology_n SRR34641 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818635 biology_n SRR34641 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818636 biology_n SRR34638 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818637 biology_n SRR34638 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818638 biology_n SRR41133 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818639 biology_n SRR34646 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818640 biology_n SRR52857 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818641 biology_n SRR52857 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818642 biology_n SRR52857 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818643 biology_n SRR52857 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818644 biology_n SRR97841 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12818645 biology_n SRR29896 anand.ma PENDING 0:00 12:00:00 1 (Priority)
12852791 biology_f m1 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852792 biology_f m2 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852793 biology_f m3 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852794 biology_f m4 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852795 biology_f m5 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852796 biology_f m6 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852797 biology_f m7 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852798 biology_f m8 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852799 biology_f m9 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852800 biology_f m10 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852801 biology_f m11 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852802 biology_f m12 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852803 biology_f m13 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852804 biology_f m14 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852805 biology_f m15 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852806 biology_f m16 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852807 biology_f m17 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852808 biology_f m18 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852809 biology_f m19 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852810 biology_f m20 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852811 biology_f m21 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852812 biology_f m22 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852813 biology_f m23 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852814 biology_f m24 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852815 biology_f m25 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852816 biology_f m26 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852817 biology_f m27 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852818 biology_f m28 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852819 biology_f m29 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852820 biology_f m30 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852821 biology_f m31 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852822 biology_f m32 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852823 biology_f m33 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852824 biology_f m34 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852825 biology_f m35 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852826 biology_f m36 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852827 biology_f m37 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12852828 biology_f m38 andrzej PENDING 0:00 1:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
